Date,weekday,AAPL,AMZN,JPM,TSLA,MSFT
2018-01-01,0,0.01388244110969238,0.002213189987640746,-0.008996973474799152,0.0026649979085425026,0.012174997702327398
2018-01-02,1,0.011351828604673776,-0.005531952748163431,-0.0072993058245448715,0.006211835364766308,-0.0018634739852970616
2018-01-03,2,-0.008540310570917427,-0.013195396341622052,-0.00038128892244273344,0.004609047708159025,-0.011824019770533014
2018-01-04,3,0.007967265083451669,0.016655692707042064,0.005577159785364404,0.011515534976522555,0.001511400853543035
2018-01-05,4,0.006682707066023703,0.0074875791167142575,-0.001160793534775326,-0.003962937831160297,-0.0020268753238093878
2018-01-08,0,-0.002405685153565344,-0.0015749694420820744,-0.004562435443937187,-0.008059928369482255,-0.01114757545556573
2018-01-09,1,-0.008061456966546534,-0.018673837806246367,0.008819246295722404,0.006643418377024181,0.001282770437647283
2018-01-10,2,0.010617060441784943,0.008878091697785659,0.0060671646013755395,0.008278214329719731,0.0041689673039159575
2018-01-11,3,0.0025768775786206228,0.010004165319891593,0.009727405715856969,0.008734570158111007,0.0016811171658590099
2018-01-12,4,0.017260938654403663,0.005110503434899386,0.014531471386426128,0.030670264638969758,-0.0031099715686582667
2018-01-15,0,-0.007201307667838226,0.019842906864116886,-0.0029403913232495214,-0.005478081517832315,-0.00013098911790756856
2018-01-16,1,0.002597427366111477,-0.0012537248435523782,0.0032560575460535046,0.003820637400164248,-0.0005227487018560879
2018-01-17,2,-0.00013635407869404912,0.0036138082676071626,0.012311087452967698,0.004864736684599193,0.004771615432578559
2018-01-18,3,-0.005471977730521647,0.007316623387784965,-0.010827791854068701,0.0007768130664729814,0.0013202949358306678
2018-01-19,4,-0.009220848288972171,0.007578559060640599,0.0014792197971431468,0.0006921475673345906,0.009207768195733993
2018-01-22,0,-0.0048673876719679335,0.0023080232720080023,-0.006996826084274142,-0.011190044240284905,0.0022723044816212517
2018-01-23,1,0.0005385598613826346,0.012598428208360404,0.009021801638927763,0.009368953732794562,0.006626621350129151
2018-01-24,2,0.004382270884021939,0.004550363069887967,0.009199957172329383,0.0034266732181392513,0.0015299344729584347
2018-01-25,3,0.009067356700083932,-0.005219998260267044,0.00670555280599952,-0.0073960847170003105,0.001396161841841876
2018-01-26,4,-0.00023793943225416882,0.004972826297141739,0.007761664082490912,-0.004109821788552848,-0.007940795723419807
2018-01-29,0,-0.00498214519303584,0.0024970690520105575,-0.010011036030307808,0.0062094579891849334,-0.002760815373718483
2018-01-30,1,0.009230971590338114,0.01429746675933027,0.010435472646152345,0.019153640862218168,-0.00291775454745778
2018-01-31,2,0.01400627177192529,0.001822477795235201,-0.006012707281895486,-0.0009670104519688895,0.007992583926180661
2018-02-01,3,-0.004927676430439865,-0.005882732264796796,0.010632203133168976,-0.013220536594331039,0.005466328145691499
2018-02-02,4,0.0040609430692735045,0.004526270138911251,-0.006210045254616995,-0.001483616667216676,0.0037373092077562843
2018-02-05,0,-0.001492066630908747,0.0007107771535596019,0.0019093434165448977,-0.00014776653100771457,0.015303334797464992
2018-02-06,1,0.008764705282815002,-0.006239489803930631,-0.0025557603729524096,-0.0054957743649858126,0.009014983559267123
2018-02-07,2,0.005881155876461189,-0.005295402478633146,-0.010471869263375606,0.015198052368935221,-0.006053357382313262
2018-02-08,3,0.005097995297223263,-0.007073193371322596,0.0008587340099421918,0.013417317702237487,0.0025729438968274012
2018-02-09,4,-0.011306245937520299,-0.004191853676047773,0.012102968590754054,0.0014126577137638535,0.006056473508355769
2018-02-12,0,-0.004236908406491876,-0.004007638756761083,-0.005367857712024295,7.806707706473254e-05,-0.003147470736605972
2018-02-13,1,0.007834773305088725,-0.01346859503711471,-0.01525846504451972,-0.0021218379256306803,-0.012394014835831009
2018-02-14,2,0.0069329769213544706,0.0013970832802092032,-0.01569801493611299,0.00671694243851801,0.0025051624717764005
2018-02-15,3,-0.011294315608443626,-8.470600963232467e-05,0.020251752132665057,-0.00627532604095197,4.233364775882625e-05
2018-02-16,4,-0.0016369845061022068,0.011464781810615995,-0.00027403156024271484,-0.010753240197220593,-0.006825734584864153
2018-02-19,0,0.006378477002625099,0.004927541645941678,-0.006227878675034159,0.004802743479591988,-0.018945195987683527
2018-02-20,1,-0.02133587217678057,-0.007895116007135008,0.0023577508584480093,0.008440791439353367,-0.010553692893072744
2018-02-21,2,0.0010266236531166757,0.00665774774229176,-0.003807482340327739,-0.005068068318150107,0.007409257841269184
2018-02-22,3,-0.002607718926253026,-0.011414920646457247,0.0022500623269061134,-0.008403815458446746,-0.004735844020094822
2018-02-23,4,-0.009154294222310193,0.016093546420131794,0.0041186519577825565,-0.002986557147118978,0.011374273211689856
2018-02-26,0,0.00532184350112283,0.02406702438862586,0.023561725725452266,-0.005531754127468064,0.0022692134355228135
2018-02-27,1,0.022604904171557822,0.0046261431309474535,0.0026947901874987304,-0.005589291859804959,-0.009397225455656499
2018-02-28,2,0.002033907614860787,-0.020040891993592918,-0.00775522217617902,-0.0031716225876826003,0.007749916955420372
2018-03-01,3,-0.008851022810439474,-0.0002926441707127513,0.0029229685100984823,-0.000697893019430984,0.009582846306305936
2018-03-02,4,0.0001231468252318976,-0.005503168030251765,0.014858994815047093,-0.004536482743721332,0.0060580833122865375
2018-03-05,0,0.0185593692818308,0.0031644222076598195,0.0005251230498405962,0.005491421977558652,-0.0025524111955616212
2018-03-06,1,-0.0012789051482644874,-0.0009338242717636396,-0.022191256679477446,-0.026454416487281224,-0.006881888826079798
2018-03-07,2,-0.00149932058577693,-0.00861303763029286,-0.005012395636453485,0.0028170948289089333,0.027681296620672934
2018-03-08,3,0.009209730546685793,-0.0028769786206311403,0.010262250873939423,-0.02314597966011411,0.0106729187995742
2018-03-09,4,-0.005631965900114859,-0.0066780961056551146,-0.010933499414274286,0.005502015902714915,-0.0006283211476383754
2018-03-12,0,-0.008350419345476142,0.0038375511886338653,-0.014085979237597107,0.01123768546475831,-0.0034102944422869336
2018-03-13,1,0.009949019189995918,0.0006090025217583293,0.001017047364071428,-0.013998798414210964,-0.013679802133625359
2018-03-14,2,-0.021979582941316016,0.01121662621412288,-0.0064797923511488095,-0.006546933277381547,0.009430544417545298
2018-03-15,3,0.0031380907836451393,-0.01277376420370508,-0.0018882074720589911,0.01086029616544648,-0.01691010877700162
2018-03-16,4,-0.0018376904606218806,0.0003306091536989883,-0.017053229906546754,-0.005015852312821217,0.0037708481444092626
2018-03-19,0,0.01618757089277286,0.0016512228815153557,0.005097702451115622,-0.023019872459142478,-0.013406517144679431
2018-03-20,1,0.008526732719426852,-0.0017200348814332312,-0.013951013528350063,-0.002416933211761493,0.009411213655792566
2018-03-21,2,-0.011946318339681898,0.011716222097505407,-0.01094529623087253,0.016725148786361693,0.007461340449593021
2018-03-22,3,0.001752355043284497,0.009378669636654974,-0.0007117984177305116,-0.0006813653019641028,0.0007392771107701058
2018-03-23,4,-0.008337130666321626,-0.004550275851399697,0.008002067940524092,0.01638782319648678,0.017483694012597854
2018-03-26,0,-0.0017039928938176257,-0.008846868026694548,-0.012129331341775882,0.009920187785219543,0.0226967210595399
2018-03-27,1,-0.009185707348946973,0.01157274977628392,-0.009962482349863197,0.008997210276890525,-0.006464134301766637
2018-03-28,2,0.016015418435498387,0.012321632786018381,-0.01774708019532649,0.001876682031122747,-0.0001658490177626317
2018-03-29,3,-0.013364002256694365,-0.0027561922213708147,-0.01058520606267917,-0.011587444514763276,0.004832393899345195
2018-03-30,4,0.002839045665749779,-0.0038030490179288812,0.01943990219304958,0.0053527474314086654,0.014794362125269037
2018-04-02,0,0.02503910290389655,0.005118352461484189,0.019534863656844197,-0.014209185755908679,0.017745109288140878
2018-04-03,1,0.00117684662164146,0.012929828048618197,-0.012921739590096536,0.002034720169522015,-0.0035900969119045723
